reading,1.67E+12,2022/11/27 14:50:03,B8:45:F4:50:D9:21,-78,2412,5,
reading,1.67E+12,2022/11/27 14:50:05,B8:45:F4:50:D9:21,-75,2412,5,
reading,1.67E+12,2022/11/27 14:50:07,B8:45:F4:50:D9:21,-68,2412,5,
reading,1.67E+12,2022/11/27 14:50:09,B8:45:F4:50:D9:21,-68,2412,5,5
reading,1.67E+12,2022/11/27 14:50:11,B8:45:F4:50:D9:21,-72,2412,5,
reading,1.67E+12,2022/11/27 14:50:13,B8:45:F4:50:D9:21,-73,2412,5,
reading,1.67E+12,2022/11/27 14:50:15,B8:45:F4:50:D9:21,-74,2412,5,
reading,1.67E+12,2022/11/27 14:50:17,B8:45:F4:50:D9:21,-74,2412,5,5
reading,1.67E+12,2022/11/27 14:50:19,B8:45:F4:50:D9:21,-71,2412,0,
reading,1.67E+12,2022/11/27 14:50:21,B8:45:F4:50:D9:21,-71,2412,0,
reading,1.67E+12,2022/11/27 14:50:23,B8:45:F4:50:D9:21,-76,2412,0,
reading,1.67E+12,2022/11/27 14:50:25,B8:45:F4:50:D9:21,-76,2412,0,0
reading,1.67E+12,2022/11/27 14:50:27,06:69:6C:58:55:14,-74,2412,0,
reading,1.67E+12,2022/11/27 14:50:29,06:69:6C:58:55:14,-74,2412,0,
reading,1.67E+12,2022/11/27 14:50:31,06:69:6C:58:55:14,-74,2412,0,
reading,1.67E+12,2022/11/27 14:50:33,06:69:6C:58:55:14,-74,2412,0,0
reading,1.67E+12,2022/11/27 14:50:35,06:69:6C:58:55:14,-80,2412,0,
reading,1.67E+12,2022/11/27 14:50:37,06:69:6C:6E:88:AB,-60,2437,0,
reading,1.67E+12,2022/11/27 14:50:39,06:69:6C:6E:88:AB,-59,2437,3,
reading,1.67E+12,2022/11/27 14:50:41,06:69:6C:6E:88:AB,-59,2437,3,0
reading,1.67E+12,2022/11/27 14:50:43,06:69:6C:6E:88:AB,-60,2437,3,
reading,1.67E+12,2022/11/27 14:50:46,06:69:6C:6E:88:AB,-65,2437,3,
reading,1.67E+12,2022/11/27 14:50:48,06:69:6C:6E:88:AB,-65,2437,3,
reading,1.67E+12,2022/11/27 14:50:50,06:69:6C:6E:88:AB,-68,2437,0,0
reading,1.67E+12,2022/11/27 14:50:52,06:69:6C:6E:88:AB,-67,2437,0,
reading,1.67E+12,2022/11/27 14:50:54,06:69:6C:6E:88:AB,-67,2437,0,
reading,1.67E+12,2022/11/27 14:50:56,06:69:6C:58:6A:45,-43,2412,0,
reading,1.67E+12,2022/11/27 14:50:58,06:69:6C:58:6A:45,-54,2412,3,0
reading,1.67E+12,2022/11/27 14:51:00,06:69:6C:58:6A:45,-54,2412,3,
reading,1.67E+12,2022/11/27 14:51:02,06:69:6C:58:6A:45,-50,2412,3,
reading,1.67E+12,2022/11/27 14:51:04,06:69:6C:58:6A:45,-48,2412,3,
reading,1.67E+12,2022/11/27 14:51:06,06:69:6C:58:6A:45,-48,2412,3,3
reading,1.67E+12,2022/11/27 14:51:08,06:69:6C:58:6A:45,-48,2412,3,
reading,1.67E+12,2022/11/27 14:51:10,06:69:6C:58:6A:45,-43,2412,3,
reading,1.67E+12,2022/11/27 14:51:12,06:69:6C:58:6A:45,-43,2412,3,
reading,1.67E+12,2022/11/27 14:51:14,06:69:6C:58:6A:45,-42,2412,3,3
